prod_no,fix_time,a_speed,b_speed,separation,s_separation,rate_terms,mpa,load_time,highpressure_time,c_thickness
90784-76001,85.3,0.551,1.63,262.7,637.9,80,78.4,18.1,61,24
90784-76001,85.3,0.554,1.625,257,642.1,81,78.4,18.1,62,25.5
90784-76001,85.2,0.546,1.629,270.3,629.9,81,78.4,18.1,64,24.4
90784-76001,85.2,0.55,1.63,262.8,636,81,78.4,18.1,58,25.8
90784-76001,85.1,0.554,1.631,259.2,641.3,80,78.4,18.1,63,24.1
90784-76001,85.1,0.549,1.632,263.7,635.4,81,78.4,18,60,25.5
90784-76001,84.8,0.545,1.632,262.4,638,80,78.4,18.1,58,24.2
90784-76001,85.3,0.55,1.635,258.9,641.5,81,78.5,18.1,63,24.2
90784-76001,85.3,0.546,1.635,267,633.9,81,78.2,18.1,65,23.7
90784-76001,84.9,0.551,1.633,259.5,640.3,80,78.4,18.1,60,24.8
90784-76001,85.1,0.546,1.632,264.2,636,81,78.4,18,59,24.4
90784-76001,85.4,0.556,1.639,257.8,641.4,81,78.4,18.1,65,25.4
90784-76001,84.9,0.55,1.637,261.1,637.5,80,78.3,18.2,57,26
90784-76001,85.1,0.553,1.64,263.4,635.9,80,78.5,18.1,57,25.3
90784-76001,84.9,0.552,1.636,259.2,643.4,80,78.4,18.2,57,22
90784-76001,85.1,0.546,1.636,264.4,636.2,81,78.3,18.1,62,24
90784-76001,85.3,0.55,1.632,268.9,633.9,81,78.4,18,60,21.8
90784-76001,85.2,0.551,1.63,260.3,641.4,80,78.3,18.1,59,22.9
90784-76001,85.3,0.55,1.643,265.9,635.9,80,78.4,18.1,58,22.8
90784-76001,85.6,0.546,1.639,267.1,632.1,80,78.3,18.1,59,25.4
90784-76001,85.4,0.554,1.634,264.3,639.6,80,78.1,18,62,20.7
90784-76001,84.9,0.55,1.634,263.9,637.7,80,78.5,18.1,61,23
90784-76001,85,0.546,1.639,267.1,635.9,81,78.3,18,61,21.6
90784-76001,85.2,0.548,1.638,266.5,635.6,80,78.3,18,60,22.5
90784-76001,85.6,0.554,1.636,258.7,639.9,80,78.2,18.1,64,26
90784-76001,85.2,0.548,1.632,267,632.4,80,78.4,18,51,25.2
90784-76001,85.8,0.548,1.635,271.8,630.4,80,78.2,18.1,70,22.4
90784-76001,86.4,0.552,1.627,260.9,641.4,79,77.8,18,67,22.3
90784-76001,84.9,0.553,1.63,260.2,639.6,80,78.3,18,64,24.8
90784-76001,85.3,0.549,1.637,262.6,639.8,80,78.4,18.1,62,22.2
90784-76001,85.6,0.553,1.633,276.9,639.9,79,76.3,18.1,62,7.8
90784-76001,85.7,0.55,1.639,262.7,639.6,80,78.2,18.1,61,22.3
90784-76001,84.9,0.548,1.632,260.7,640.6,80,78.1,18,61,23.3
90784-76001,85.5,0.55,1.636,265.9,639.9,80,78,18.1,63,18.8
90784-76001,85.5,0.548,1.644,271.1,640,80,77.3,18.1,71,13.5
90784-76001,85.1,0.551,1.645,266.5,639.4,79,78.3,18.1,59,18.7
90784-76001,85.5,0.549,1.647,266.7,639.9,80,77.5,18.1,61,18
90784-76001,88.3,0.474,1.627,280.4,637.7,79,29.6,18.8,69,31.7
90784-76001,85.8,0.545,1.627,280.4,637.7,79,76,18.1,69,6.5
90784-76001,85.2,0.545,1.633,266.4,639.5,79,77.9,18,62,18.7
90784-76001,85.3,0.556,1.647,263.4,640,79,78.1,18,65,21.2
90784-76001,85.1,0.543,1.635,270.8,633.9,79,78,18.1,61,19.9
90784-76001,85.1,0.558,1.652,269.5,639.9,79,76.9,18,66,15.2
90784-76001,84.5,0.554,1.67,248.3,641.4,79,26.1,18.1,61,34.9
90784-76001,84.5,0.469,1.621,278.1,638.3,80,29.6,18,61,32.7
90784-76001,88.7,0.48,1.621,278.1,638.3,79,29.6,18.8,61,32.3
90784-76001,85.5,0.549,1.621,278.1,638.3,80,76.1,18.1,61,8.2
90784-76001,85.3,0.547,1.625,266.6,637.4,79,78.1,18.1,66,20.6
90784-76001,85,0.551,1.623,262.5,639.4,80,78,18.1,66,22.7
90784-76001,85.4,0.552,1.621,260.8,637.6,80,77.9,18.1,63,26.2
90784-76001,85.1,0.545,1.639,269.4,631.9,79,78.1,18.1,65,23.3
90784-76001,85.1,0.551,1.63,264.3,637.6,80,78,18.1,63,22.7
90784-76001,85.1,0.545,1.626,263.8,638,79,77.8,18.1,64,22.8
90784-76001,85.9,0.474,1.628,280.8,637.6,79,29.6,18.8,65,32.5
90784-76001,85.9,0.551,1.628,280.8,637.6,80,75.1,18.1,65,6.2
90784-76001,86,0.549,1.628,265.4,636.2,80,78.2,18,62,23
90784-76001,86,0.542,1.616,261,637.8,80,78.5,18.1,56,25.8
90784-76001,84.8,0.556,1.612,257.5,641.3,79,78.3,18.1,62,25.8
90784-76001,84.9,0.556,1.625,260.7,639.9,79,78.9,18,66,24
90784-76001,84.9,0.541,1.626,263.9,635.8,80,77.9,18.1,58,24.9
90784-76001,84.9,0.55,1.637,262.8,637.6,79,76.5,18.1,57,24.2
90784-76001,85.7,0.549,1.619,264,636.3,79,74.9,18.1,49,24.3
90784-76001,86.1,0.551,1.625,267.7,637.7,80,74.1,18,54,19.2
90784-76001,85.2,0.556,1.625,270.8,637.8,79,73.6,18.1,56,16
90784-76001,98.7,0.472,1.63,275.8,637.6,79,29.7,18.8,53,34.3
90784-76001,85.6,0.55,1.63,275.8,637.6,80,74,18.1,53,11.2
90784-76001,85,0.551,1.629,268.5,639.7,79,74.6,18.1,53,16.4
90784-76001,84.9,0.551,1.632,254.5,641.3,79,26,18.1,43,28.8
90784-76001,84.7,0.47,1.511,182.9,719.8,80,29.6,18.1,43,31.7
90784-76001,85.1,0.473,1.511,182.9,719.8,79,29.7,18.1,43,32.5
90784-76001,85.1,0.477,1.511,182.9,719.8,79,29.6,18.1,43,38.2
90784-76001,85,0.472,1.511,182.9,719.8,79,29.6,18.1,43,41.2
90784-76001,84.7,0.468,1.511,182.9,719.8,79,29.8,18.1,43,40.2
90784-76001,85,0.476,1.511,182.9,719.8,79,29.7,18,43,40.7
90784-76001,84.7,0.474,1.511,182.9,719.8,79,29.6,18,43,45.8
90784-76001,84.9,0.469,1.511,182.9,719.8,78,29.6,18,43,41
90784-76001,85,0.472,1.511,182.9,719.8,78,29.6,18.1,43,42.8
90784-76001,99.8,0.469,1.511,182.9,719.8,79,29.5,18.7,43,37.9
90784-76001,81.9,0.471,1.511,182.9,719.8,79,29.6,0,43,43.3
90784-76001,81.9,0.682,1.511,182.9,719.8,91,75.2,17.6,43,24.2
90784-76001,81.7,0.688,1.515,184.9,719.2,91,75.2,17.6,40,22.8
90784-76001,81.7,0.682,1.508,186,718.9,92,75.2,17.6,40,22
90784-76001,81.7,0.691,1.51,184.6,719.3,91,75.2,17.6,40,23
90784-76001,82.1,0.684,1.503,184.3,719.8,91,75.1,17.5,41,22.8
90784-76001,81.9,0.69,1.515,183.9,719.9,91,75.1,17.6,39,23.1
90784-76001,82.1,0.684,1.504,183.9,719.4,91,75.2,17.6,42,23.6
90784-76001,81.7,0.691,1.517,185,719.3,91,75.1,17.6,40,22.6
90784-76001,82,0.69,1.512,184.8,719.5,91,75.2,17.6,41,22.6
90784-76001,82,0.681,1.51,183.9,719.5,91,75.3,17.6,66,23.5
90784-76001,82.3,0.684,1.505,185.1,719.6,91,75.2,17.6,40,22.2
90784-76001,82.3,0.684,1.505,184.8,719.6,91,75.2,17.6,41,22.5
90784-76001,82,0.681,1.507,186.2,717.9,91,75.1,17.6,40,22.8
90784-76001,82,0.679,1.511,192,712.5,91,75.2,17.6,40,22.4
90784-76001,82,0.682,1.505,183.8,719.8,90,75,17.6,40,23.3
90784-76001,81.8,0.691,1.496,184.3,719.6,90,75.1,17.6,39,23
90784-76001,81.8,0.683,1.503,185.1,718.8,91,75.1,17.6,40,23
90784-76001,82,0.686,1.489,186,717.8,90,75.1,17.6,42,23.1
90784-76001,82,0.686,1.505,185.7,717.8,90,75.1,17.6,40,23.4
90784-76001,82,0.686,1.505,184.8,719.6,91,75.2,17.6,39,22.5
90784-76001,82,0.685,1.503,183.6,720,91,75.2,17.6,39,23.3
90784-76001,81.8,0.684,1.517,184.3,719.9,90,75,17.6,39,22.7
90784-76001,82.8,0.685,1.499,183.5,719.8,91,75.2,17.6,42,23.6
90784-76001,81.8,0.686,1.496,184.1,719.8,90,75.1,17.6,40,23
90784-76001,81.8,0.685,1.5,183.9,719.9,91,75.1,17.6,40,23.1
90784-76001,82.3,0.688,1.495,184.4,719.9,91,75,17.6,39,22.6
90784-76001,82,0.69,1.499,184,719.7,89,75.1,17.6,40,23.2
90784-76001,82.2,0.686,1.491,183.8,719.6,90,75.2,17.6,42,23.5
90784-76001,82.2,0.685,1.481,182.5,719.6,90,75,17.6,39,24.8
90784-76001,82.3,0.686,1.479,184,719.5,90,75.1,17.6,40,23.4
90784-76001,82.3,0.686,1.472,184,719.6,90,75.1,17.6,40,23.3
90784-76001,81.9,0.686,1.481,186.5,717.9,90,75.1,17.6,39,22.5
90784-76001,82.6,0.692,1.477,183.5,719.8,90,75.1,17.6,40,23.6
90784-76001,82.6,0.681,1.485,186.5,717.9,89,75,17.6,40,22.5
90784-76001,82.1,0.681,1.472,184.4,719.8,89,75.1,17.6,41,22.7
90784-76001,82.4,0.679,1.463,184.9,719,95,75.2,17.6,41,23
90784-76001,82,0.681,1.465,184.2,719.8,95,75,17.6,41,22.9
90784-76001,82.6,0.681,1.452,183.9,719.7,94,75.1,18.1,42,23.3
90784-76001,82.6,0.677,1.444,183.1,719.8,94,75.1,18.1,39,24
90784-76001,82.3,0.673,1.448,185.8,718,94,75,18.1,39,23.1
90784-76001,82.7,0.67,1.447,183.1,719.6,94,75.1,18.1,38,24.2
90784-76001,82.8,0.68,1.454,184.5,719.3,94,75.1,18,41,23.1
90784-76001,82.8,0.68,1.46,188,719.3,94,74.9,18.1,39,19.6
90784-76001,83.6,0.669,1.388,187.2,719.3,94,74.8,18.1,41,20.4
90784-76001,82.9,0.602,1.419,212.6,688.3,94,25.8,18,60,26
90784-76001,82.7,0.467,1.64,270.7,637.4,94,29.1,18,60,30.3
90784-76001,82.8,0.469,1.64,270.7,637.4,94,29.1,18.1,60,30.1
90784-76001,82.6,0.468,1.64,270.7,637.4,93,29.1,18.1,60,29.5
90784-76001,82.5,0.467,1.64,270.7,637.4,94,29.1,18.1,60,23.4
90784-76001,82.6,0.466,1.64,270.7,637.4,93,29.1,18,60,27
90784-76001,82.4,0.468,1.64,270.7,637.4,93,29.1,18.1,60,23.6
90784-76001,82.5,0.471,1.64,270.7,637.4,94,29.1,18.1,60,23.6
90784-76001,82.7,0.467,1.64,270.7,637.4,93,29.1,18,60,23.8
90784-76001,82.7,0.466,1.64,270.7,637.4,93,29.1,17.9,60,23.3
90784-76001,82.5,0.467,1.64,270.7,637.4,93,29.1,18,60,22.9
90784-76001,82.5,0.471,1.64,270.7,637.4,93,29,17.9,60,24.1
90784-76001,61.9,0.471,1.64,270.7,637.4,93,29.1,0,60,19.6
90784-76001,105.9,0.47,1.64,270.7,637.4,93,28.9,0,60,22.6
90784-76001,85.4,0.553,1.639,264.7,637.6,79,79,18.1,62,22.3
90784-76001,85.4,0.553,1.645,262.3,637.7,78,78.9,18.1,62,24.6
90784-76001,84.9,0.549,1.642,264.5,635.4,79,78.5,18.1,65,24.7
90784-76001,85.7,0.553,1.638,269.8,635.6,78,78.8,18.2,55,19.2
90784-76001,85.6,0.553,1.642,268.3,637.7,79,78.4,18.1,55,18.6
90784-76001,85.5,0.553,1.637,267.3,635.8,79,78.2,18.2,57,21.5
90784-76001,85.5,0.556,1.633,263.9,635.6,78,78.9,18.1,60,25.1
90784-76001,85.5,0.551,1.636,269.8,633.8,79,78.9,18.1,60,21
90784-76001,85.5,0.549,1.641,267.9,635.9,79,78.8,18.1,67,20.8
90784-76001,85.1,0.556,1.642,272,633.9,78,78.1,18.2,64,18.7
90784-76001,85.1,0.554,1.64,265.3,637.6,78,78.1,18.1,62,21.7
90784-76001,84.8,0.55,1.65,259.2,629.9,78,26,18.1,58,35.5
90784-76001,84.8,0.474,1.642,267.5,635.9,78,29.7,18.1,58,36.4
90784-76001,71.3,0.473,1.642,267.5,635.9,78,30.1,0,58,31.5
90784-76001,88.2,0.551,1.64,270.2,637.9,78,78.6,18.1,63,16.5
90784-76001,88.2,0.552,1.648,269.5,635.9,78,78.7,18.1,61,19.2
90784-76001,85.8,0.556,1.642,269.3,635.9,78,78.4,18.1,57,19.4
90784-76001,85.8,0.553,1.637,269.9,635.9,79,78.6,18.1,66,18.8
90784-76001,86.3,0.553,1.637,266.7,637.8,78,78.8,18.1,62,20.1
90784-76001,85.7,0.551,1.643,268.5,637.8,79,78.4,18.1,69,18.3
90784-76001,85.7,0.551,1.642,265.5,635.3,78,79,18.1,58,23.8
90784-76001,84.8,0.553,1.639,267.6,637.2,79,78.8,18.1,59,19.8
90784-76001,85.6,0.556,1.647,264.4,637.9,79,78.7,18.1,60,22.3
90784-76001,85.6,0.552,1.639,263.9,637.7,78,78.8,18.1,61,23
90784-76001,85.6,0.553,1.641,266.5,635.8,78,78.7,18.1,56,22.3
90784-76001,85.6,0.549,1.642,271.2,633.3,78,79,18.1,56,20.1
90784-76001,85.1,0.552,1.646,267.3,635.4,79,78.8,18.1,60,21.9
90784-76001,86.1,0.553,1.634,269.7,633.4,79,79,18.2,59,21.5
90784-76001,86.1,0.557,1.638,270.7,639.2,79,78.2,18.1,67,14.7
90784-76001,87.8,0.551,1.645,270,635.7,79,79,18.1,54,18.9
90784-76001,92.6,0.557,1.646,270.3,635.3,79,78.9,18.1,62,19
90784-76001,87,0.551,1.641,268.5,636.1,78,78.8,18.1,67,20
90784-76001,85.7,0.551,1.643,276.8,629.6,78,78.8,18.2,52,18.2
90784-76001,86,0.551,1.648,269.9,635.3,79,78.6,18.1,56,19.4
90784-76001,86,0.551,1.645,270.1,635.8,79,78.8,18.1,60,18.7
90784-76001,85.8,0.553,1.642,268.7,637.4,79,78.7,18.1,56,18.5
90784-76001,87,0.552,1.638,266.4,635.9,79,79,18.1,54,22.3
90784-76001,85.5,0.552,1.646,264.8,635.8,79,79,18.1,53,24
90784-76001,85.1,0.552,1.647,274,635.1,79,78.2,18.1,65,15.5
90784-76001,85.7,0.551,1.64,264,635.3,79,79.2,18.1,52,25.3
90784-76001,87.6,0.552,1.639,264,637.3,79,78.7,18.1,58,23.3
90784-76001,87.6,0.56,1.645,266.6,637.9,79,78.6,18.2,68,20.1
90784-76001,85.1,0.552,1.643,269.4,635.9,79,78.6,18.1,59,19.3
90784-76001,85.5,0.552,1.639,263.3,637.9,79,78.8,18.1,59,23.4
90784-76001,85.5,0.552,1.635,264.5,637.1,78,78.5,18.1,64,23
90784-76001,85.3,0.552,1.637,263.9,635.3,79,79,18.1,59,25.4
90784-76001,85.6,0.552,1.646,271.7,635.9,79,78.7,18.1,50,17
90784-76001,85.7,0.549,1.638,272.3,631.3,79,78.4,18.1,73,21
90784-76001,85.7,0.551,1.644,266.2,637.9,79,79.1,18.1,54,20.5
90784-76001,86.2,0.557,1.643,265.8,637.4,78,78.5,18.1,55,21.4
90784-76001,86.2,0.549,1.65,272.9,635.6,79,78.1,18.1,67,16.1
90784-76001,90.7,0.553,1.64,273.1,635.9,78,77.6,18.1,55,15.6
90784-76001,86,0.552,1.643,270.3,636,78,78.4,18.1,50,18.3
90784-76001,86.4,0.551,1.641,270.6,633.8,79,78.2,18.1,55,20.2
90784-76001,85.8,0.552,1.648,269.2,635.3,78,78.7,18.1,63,20.1
90784-76001,85.5,0.551,1.644,267.8,638,78,77.9,18.1,60,18.8
90784-76001,85.3,0.552,1.646,266,635.9,78,77.9,18.1,70,22.7
90784-76001,85.1,0.556,1.636,250.4,637.9,78,26,18.2,63,36.3
90784-76001,81,0.475,1.642,273.8,637.5,78,29.3,18.1,63,8.4
90784-76001,81,0.472,1.642,273.8,637.5,78,29.4,0,63,33.3
90784-76001,85.1,0.551,1.644,271.6,635.3,78,77.7,18.2,63,17.7
90784-76001,85.1,0.551,1.644,268.7,637.4,78,78.3,18.2,73,18.5
90784-76001,85.3,0.551,1.648,268,637.4,78,78.5,18.2,71,19.2
90784-76001,85.5,0.553,1.641,269.9,635.4,78,78.6,18.2,66,19.3
90784-76001,85.3,0.553,1.641,263.5,637.6,78,78.8,18.1,72,23.5
90784-76001,85.3,0.554,1.639,263.6,635.5,79,79,18.2,52,25.5
90784-76001,87.5,0.553,1.641,262.3,637.4,78,79.2,18.2,50,24.9
90784-76001,87.5,0.551,1.646,267.2,635.3,78,78.8,18.2,58,22.1
90784-76001,85.9,0.551,1.645,265.1,637.3,78,79.1,18.2,49,22.2
90784-76001,85.9,0.551,1.649,275.8,635.3,79,78,18.2,69,13.5
90784-76001,85.2,0.55,1.647,278,629.6,78,78.7,18.2,63,17
90784-76001,85.2,0.546,1.643,275.3,631.6,78,78.9,18.1,58,17.7
90784-76001,85.2,0.549,1.645,277.2,635.4,78,77.9,18.2,66,12
90784-76001,85.2,0.553,1.649,268.5,637.2,78,79.2,18.2,55,18.9
90784-76001,85.8,0.553,1.644,272.6,635.4,77,78.4,18.1,52,16.6
90784-76001,86,0.551,1.64,270.8,637.4,77,78.4,18.2,59,16.4
90784-76001,88.8,0.551,1.642,271.6,637.5,77,78.3,18.1,53,15.5
90784-76001,86.4,0.553,1.648,274.6,635.5,78,78.1,18.1,69,14.5
90784-76001,85.9,0.548,1.643,272.9,636.1,78,78.5,18.1,65,15.6
90784-76001,85.2,0.552,1.646,274.5,635.5,79,78.4,18.2,70,14.6
90784-76001,85.2,0.551,1.644,272.1,633.4,78,78.5,18.2,66,19.1
90784-76001,85.2,0.556,1.643,265.8,639.5,78,78.8,18.2,61,19.3
90784-76001,86.4,0.554,1.646,271.3,637.8,79,78.2,18.1,77,15.5
90784-76001,85.3,0.551,1.641,271.7,631.9,79,79.1,18.2,61,21
90784-76001,87.6,0.546,1.642,271.7,629.6,78,79.1,18.2,62,23.3
90784-76001,86.1,0.553,1.647,266.6,637.4,79,78.5,18.1,66,20.6
90784-76001,84.7,0.551,1.645,266.1,637.5,79,79.1,18.2,67,21
90784-76001,84.9,0.55,1.646,262.5,639.6,79,78.9,18.2,62,22.5
90784-76001,85.8,0.551,1.642,261.5,637.6,79,79.2,18.3,60,25.5
90784-76001,88.1,0.553,1.643,274.8,635.6,78,78.2,18.1,63,14.2
90784-76001,88.2,0.552,1.643,270.2,635.6,79,78.7,18.1,64,18.8
90784-76001,85.4,0.552,1.634,263.8,638.1,79,78.6,18.1,69,22.7
90784-76001,85.4,0.552,1.636,269.4,629.9,78,79.2,18.1,55,25.3
90784-76001,86.1,0.551,1.638,265.9,638,79,78.7,18.1,73,20.7
90784-76001,84.8,0.548,1.644,271,633.6,79,79,18.1,57,20
90784-76001,84.8,0.556,1.642,262.5,635.8,79,79.1,18.1,59,26.3
90784-76001,85.2,0.556,1.646,264.1,637.4,79,79.2,18.2,60,23.1
90784-76001,84.8,0.552,1.643,261.5,637.6,79,79.3,18.1,55,25.5
90784-76001,84.8,0.553,1.639,259.6,637.4,78,79.3,18.1,53,27.6
90784-76001,85.4,0.551,1.634,266.5,631.6,79,79.3,18.1,50,26.5
90784-76001,86.1,0.551,1.647,261.2,639.4,79,79.2,18.1,61,24
90784-76001,85.9,0.551,1.64,262.9,635.6,79,79,18.1,50,26.1
90784-76001,85.6,0.549,1.642,266.9,635.5,79,79,18.1,58,22.2
90784-76001,85.2,0.552,1.649,262.3,635.6,79,79.3,18.1,53,26.7
90784-76001,85.4,0.551,1.65,265.3,633.8,79,79.2,18.1,61,25.5
90784-76001,85.4,0.551,1.66,268.8,633.8,79,79.3,18.1,54,22
90784-76001,85.1,0.551,1.656,262.5,637.6,79,78.9,18.1,57,24.5
90784-76001,85.3,0.551,1.65,264.8,637.8,79,79.1,18.1,58,22
90784-76001,85.3,0.552,1.652,264.5,639.6,79,79.1,18.2,52,20.5
90784-76001,86.4,0.552,1.66,262.7,637.6,78,78.9,18.1,57,24.3
90784-76001,85.6,0.551,1.662,263.2,637.6,79,78.7,18.2,72,23.8
90784-76001,85.6,0.551,1.664,274.2,639.4,79,76.6,18.2,81,11
90784-76001,85.2,0.551,1.67,245.6,639.2,79,26,18.1,56,39.8
90784-76001,84.7,0.473,1.629,270.3,631.2,79,29.5,18.1,56,39.2
90784-76001,84.7,0.469,1.629,270.3,631.2,79,29.5,18.1,56,40.1
90784-76001,88.6,0.471,1.629,270.3,631.2,79,29.5,0,56,35.8
90784-76001,88.6,0.556,1.613,259.6,637.7,80,79.3,18.1,66,27.3
90784-76001,84.9,0.553,1.615,257.5,639.1,79,79.4,18.2,56,28
90784-76001,84.9,0.552,1.617,267.9,635.7,79,79.2,18.1,62,21
90784-76001,85,0.553,1.62,262.3,639.5,80,79.3,18.2,64,22.8
90784-76001,87.2,0.549,1.618,259.3,636,79,79.5,18.2,60,29.3
90784-76001,85.2,0.551,1.616,260.5,637.6,79,79.2,18.2,61,26.5
90784-76001,85.1,0.551,1.622,260.1,635.8,79,79.4,18.2,58,28.7
90784-76001,85.1,0.552,1.614,258.3,637.8,79,79.4,18.2,57,28.5
90784-76001,84.9,0.551,1.623,259.3,637.8,80,79.3,18.2,58,27.5
90784-76001,85.5,0.554,1.614,257.3,639.5,79,79.2,18.2,69,27.8
90784-76001,85.5,0.55,1.616,262,632.4,79,79.4,18.2,62,30.2
90784-76001,84.9,0.551,1.6,265.1,633.2,80,79.6,18.2,59,26.3
90784-76001,84.9,0.551,1.613,258.7,637.6,79,79.3,18.2,60,28.3
90784-76001,85.2,0.546,1.616,266.8,631.8,79,79.6,18.2,61,26
90784-76001,85.3,0.551,1.618,257.8,637.5,79,79.5,18.2,59,29.3
90784-76001,85.4,0.552,1.607,261.1,637.8,79,79.6,18.2,60,25.7
90784-76001,85.6,0.55,1.614,264.4,632.5,80,79.5,18.2,60,27.7
90784-76001,87.7,0.551,1.601,266.4,631.9,79,79.3,18.1,55,26.3
90784-76001,85.4,0.554,1.613,257.2,637.6,79,79.5,18.1,57,29.8
90784-76001,85.4,0.551,1.604,257.6,636.1,79,79.6,18.1,55,30.9
90784-76001,85,0.551,1.604,263.2,632,79,79.5,18.2,58,29.4
90784-76001,84.6,0.549,1.618,262.2,633.7,79,79.6,18.2,60,28.7
90784-76001,85.1,0.553,1.618,259.3,635.8,79,79.6,18.2,56,29.5
90784-76001,85.1,0.551,1.614,257.7,637.6,79,79.6,18.1,58,29.3
90784-76001,84.9,0.556,1.613,257.3,637.6,79,79.6,18.2,56,29.7
90784-76001,85,0.553,1.614,261.9,633.8,79,79.5,18.2,62,28.9
90784-76001,85,0.551,1.611,262.9,635.7,79,79.6,18.2,60,26
90784-76001,85.3,0.553,1.609,261.8,635.8,79,79.4,18.2,61,27
90784-76001,86.7,0.553,1.625,267.1,637.5,80,78.8,18.1,69,20
90784-76001,85.8,0.551,1.622,263.2,635.4,79,79.5,18.2,60,26
90784-76001,84.9,0.551,1.624,262.3,635.6,79,79.5,18.2,63,26.7
90784-76001,84.9,0.552,1.613,264.2,637.6,79,79.2,18.2,61,22.8
90784-76001,85.2,0.551,1.614,259.5,637.6,79,79.4,18.1,60,27.5
90784-76001,85.3,0.552,1.615,257.5,639.4,79,79.3,18.1,57,27.7
90784-76001,85.3,0.551,1.613,258.8,635.5,79,79.7,18.1,58,30.3
90784-76001,85,0.55,1.609,265.9,631.2,79,79.3,18.2,65,27.5
90784-76001,84.8,0.551,1.607,262.4,635.7,79,79.3,18.2,62,26.5
90784-76001,85,0.551,1.623,259.5,635.5,79,79.5,18.2,59,29.6
90784-76001,85.2,0.552,1.617,259.9,637.6,80,79.5,18.2,54,27.1
90784-76001,85.2,0.551,1.613,256.4,639.4,79,79.7,18.2,55,28.8
90784-76001,85.4,0.55,1.613,262.6,634.2,79,79.4,18.2,56,27.8
90784-76001,85.4,0.546,1.621,262,631.6,79,79.5,18.2,55,31
90784-76001,84.7,0.55,1.597,263.9,633.6,79,79.6,18.2,55,27.1
90784-76001,85.7,0.551,1.594,262.9,633.8,79,79.4,18.2,59,27.9
90784-76001,87,0.551,1.626,265.7,635.7,79,79.2,18.2,60,23.2
90784-76001,86.7,0.55,1.613,266.8,634.3,79,79.3,18.2,67,23.5
90784-76001,86.7,0.552,1.625,264.5,637.4,79,79.2,18.2,57,22.7
90784-76001,88.9,0.551,1.615,261.2,635.4,79,79.4,18.2,57,28
90784-76001,88.3,0.551,1.608,268.3,630.3,79,79.2,18.2,57,26
90784-76001,86.2,0.551,1.615,263.6,639.5,79,79.3,18.2,58,21.5
90784-76001,85.8,0.551,1.619,262.3,637.2,79,79.3,18.2,61,25.1
90784-76001,85.8,0.551,1.615,264.9,635.5,79,79.3,18.1,64,24.2
90784-76001,85.8,0.552,1.626,264.8,635.5,79,79.3,18.1,60,24.3
90784-76001,86.3,0.556,1.615,267.6,635.3,79,79.2,18.1,64,21.7
90784-76001,85.4,0.552,1.618,268.2,635.5,79,79.2,18.1,67,20.9
90784-76001,85.4,0.552,1.607,259.7,637.4,79,79.8,18.1,56,27.5
90784-76001,87.7,0.548,1.616,277.1,631.5,79,78.6,18.2,62,16
90784-76001,86,0.549,1.62,268.3,632.3,79,79,18.1,62,24
90784-76001,86,0.556,1.618,261.4,639.4,79,79.2,18.1,58,23.8
90784-76001,87.9,0.554,1.609,261.4,638,79,79.2,18.1,61,25.2
90784-76001,88.2,0.556,1.627,267,637.6,79,79.3,18.1,66,20
90784-76001,86.2,0.55,1.58,266.5,633.4,79,79.3,18.1,71,24.7
90784-76001,86.2,0.551,1.624,268.8,639.6,79,78.1,18.1,70,16.2
90784-76001,86,0.551,1.585,264.8,633.7,79,79.7,18.1,56,26.1
90784-76001,85,0.553,1.624,261.4,638,79,79.3,18.1,67,25.2
90784-76001,85,0.553,1.616,264.1,639.3,79,78.9,18.1,65,21.2
90784-76001,87.7,0.549,1.609,265.4,632,79,79.4,18.2,60,27.2
90784-76001,85.3,0.551,1.615,264.5,637.9,79,79.3,18.2,63,22.2
90784-76001,85.3,0.549,1.613,269.5,631.6,79,79.5,18.1,58,23.5
90784-76001,85.5,0.553,1.617,266.1,637.2,79,79.1,18.1,64,21.3
90784-76001,85.4,0.551,1.618,256.2,635.8,79,25.9,18.1,67,32.6
90784-76001,67.1,0.472,1.618,261.4,639.4,79,29.4,0,67,31
90784-76001,86.1,0.551,1.618,261.4,639.4,79,79.4,18.3,67,23.8
90784-76001,85.5,0.552,1.614,273.1,631.5,80,78.5,18.1,63,20
90784-76001,85.1,0.552,1.623,258.6,637.2,79,79.4,18.1,59,28.8
90784-76001,86.2,0.551,1.597,258.3,635.5,79,79.7,18.1,60,30.8
90784-76001,85.3,0.551,1.605,265.7,632.2,81,79.7,18.1,58,26.7
90784-76001,85.6,0.551,1.606,263.3,634.1,79,79.3,18.1,66,27.2
90784-76001,85.6,0.553,1.622,263.5,637.2,79,78.8,18.1,57,23.9
90784-76001,85,0.554,1.607,256.2,637.5,79,79.6,18.1,63,30.9
90784-76001,85.3,0.551,1.604,264.3,630.4,80,79.7,18.1,57,29.9
90784-76001,85,0.546,1.613,266.4,631.5,79,79.5,18.2,58,26.7
90784-76001,85.5,0.55,1.599,267.1,631.5,80,79.5,18.1,59,26
90784-76001,85.5,0.551,1.621,262.1,637.3,79,79.8,18.1,56,25.2
90784-76001,84.8,0.553,1.612,264,635.5,80,79.5,18.2,55,25.1
90784-76001,85.4,0.556,1.592,257.3,637.2,79,79.9,18.1,54,30.1
90784-76001,84.9,0.551,1.613,259.3,637.8,79,79.5,18.1,60,27.5
90784-76001,85.4,0.552,1.615,258.9,639.4,79,79.7,18.1,60,26.3
